时间,最低温度,最高温度,湿度,风向,风力,紫外线,空气质量
2021/8/12,22,29,77,东南风,2,中等,31
2021/8/13,22,29,74,东南风,2,弱,33
2021/8/14,18,27,46,东北风,3,最弱,8
2021/8/15,22,28,86,南风,2,最弱,46
2021/8/16,22,28,83,东南风,1,弱,50
2021/8/17,21,30,87,东风,2,强,30
2021/8/18,23,28,70,东南风,2,最弱,30
2021/8/19,20,24,97,南风,2,最弱,23
2021/8/20,21,28,82,东北风,2,强,18
2021/8/21,22,31,73,西南风,2,强,23
2021/8/22,23,30,72,南风,2,最弱,47
2021/8/23,20,30,86,南风,2,最弱,29
2021/8/24,19,28,52,西风,2,强,17
2021/8/25,18,28,54,西风,2,弱,8
2021/8/26,17,26,85,南风,3,弱,17
2021/8/27,22,33,32,东风,2,中等,8
2021/8/28,18,28,56,北风,2,最弱,17
2021/8/29,19,29,75,南风,2,强,41
2021/8/30,20,28,73,东南风,2,最弱,46
2021/8/31,17,27,86,南风,2,最弱,19
2021/9/1,18,29,73,南风,2,强,30
2021/9/2,18,29,87,东风,1,弱,22
2021/9/3,22,30,79,南风,1,最弱,61
2021/9/4,20,23,91,东风,1,最弱,20
2021/9/5,20,24,92,北风,1,最弱,32
2021/9/6,14,23,78,东北风,1,最弱,12
2021/9/7,17,27,79,东风,2,强,29
2021/9/8,19,29,79,西北风,2,弱,45
2021/9/9,18,26,88,东北风,1,最弱,65
2021/9/10,16,24,90,西南风,1,最弱,62
2021/9/11,22,31,89,东风,1,强,65
2021/9/12,20,23,67,东北风,2,最弱,47
2021/9/13,20,29,89,东北风,1,弱,28
2021/9/14,17,25,86,东北风,1,最弱,47
2021/9/15,19,25,72,东北风,1,最弱,42
2021/9/16,17,24,81,西风,1,最弱,17
2021/9/17,17,27,75,东南风,1,弱,28
2021/9/18,18,24,81,东北风,1,最弱,65
2021/9/19,16,19,96,东风,2,最弱,27
2021/9/20,26,33,80,西南风,2,很强,21
2021/9/21,11,27,87,西南风,1,强,23
2021/9/22,17,29,74,南风,1,强,34
2021/9/23,17,27,85,东风,2,中等,16
2021/9/24,18,19,95,北风,1,最弱,20
2021/9/25,19,24,74,东北风,1,最弱,17
2021/9/26,17,19,94,东北风,1,最弱,9
2021/9/27,17,28,82,南风,1,最弱,30
2021/9/28,17,23,72,南风,1,最弱,42
2021/9/29,15,23,29,西北风,3,最弱,42
2021/9/30,16,22,92,南风,1,最弱,62
2021/10/1,16,23,56,南风,2,强,34
2021/10/2,18,27,99,东南风,1,弱,23
2021/10/3,16,21,57,西北风,2,最弱,19
2021/10/4,12,18,92,西北风,1,最弱,11
2021/10/5,12,15,93,西风,1,最弱,19
2021/10/6,7,12,86,西风,1,最弱,10
2021/10/7,7,19,64,西南风,2,强,23
2021/10/8,9,20,78,东南风,1,中等,37
2021/10/9,12,14,76,西北风,1,最弱,27
2021/10/10,5,19,86,南风,0,最弱,17
2021/10/11,5,19,85,东南风,0,强,52
2021/10/12,8,19,30,西风,1,强,23
2021/10/13,12,18,42,东南风,0,最弱,37
2021/10/14,11,19,66,东风,1,最弱,30
2021/10/15,5,20,15,北风,2,最弱,7
2021/10/16,1,12,18,西风,1,强,8
2021/10/17,2,15,57,东风,1,强,52
2021/10/18,-5,8,60,北风,3,最弱,29
2021/10/19,1,14,61,南风,1,强,35
2021/10/20,3,14,85,东风,0,强,63
2021/10/21,5,19,89,南风,0,强,24
2021/10/22,3,18,38,东南风,1,强,34
2021/10/23,4,17,55,东北风,0,强,58
2021/10/24,5,17,79,西北风,1,强,92
2021/10/25,6,18,45,西南风,2,弱,195
2021/10/26,5,22,49,西南风,1,强,20
2021/10/27,7,21,37,西风,2,强,27
2021/10/28,7,19,40,东北风,1,最弱,30
2021/10/29,6,19,92,北风,1,强,159
2021/10/30,8,20,77,西北风,1,强,156
2021/10/31,5,18,88,北风,1,强,113
2021/11/1,6,13,74,南风,1,最弱,86
2021/11/2,4,12,95,西南风,1,最弱,89
2021/11/3,5,12,61,东南风,1,强,121
2021/11/4,7,14,97,东北风,1,强,164
2021/11/5,10,12,66,东北风,1,强,180
2021/11/6,-1,12,78,北风,3,最弱,119
2021/11/7,-4,1,59,西北风,3,最弱,14
2021/11/8,-2,7,40,西北风,4,强,21
2021/11/9,1,11,39,西北风,4,强,20
2021/11/10,2,14,30,西北风,4,强,19
2021/11/11,0,13,44,西北风,3,最弱,20
2021/11/12,0,15,90,西北风,2,最弱,38
2021/11/13,1,18,46,西北风,2,强,59
2021/11/14,2,16,36,西北风,2,强,58
2021/11/15,0,11,62,东北风,1,最弱,77
2021/11/16,2,11,86,西南风,1,强,78
2021/11/17,1,13,91,西风,1,强,115
2021/11/18,2,9,38,北风,1,弱,157
2021/11/19,3,10,57,东风,2,最弱,34
2021/11/20,0,8,49,东北风,1,最弱,55
2021/11/21,-1,7,27,西北风,3,弱,124
2021/11/22,-5,4,38,西北风,4,强,37
2021/11/23,-4,8,58,西南风,1,弱,45
2021/11/24,-2,12,59,西北风,1,强,64
2021/11/25,-2,13,49,西北风,1,中等,66
2021/11/26,-3,13,41,北风,2,强,47
2021/11/27,0,10,47,东北风,1,强,92
2021/11/28,2,9,90,北风,1,强,141
2021/11/29,-1,7,87,北风,2,最弱,89
2021/11/30,-5,5,21,西北风,4,强,22
2021/12/1,-5,9,36,西南风,2,强,24
2021/12/2,0,13,26,西北风,2,强,29
2021/12/3,-8,2,70,北风,1,强,52
2021/12/4,-2,13,38,北风,1,强,47
2021/12/5,1,10,48,东风,1,强,155
2021/12/6,-3,12,65,东南风,1,强,51
2021/12/7,0,9,54,东北风,2,最弱,100
2021/12/8,1,6,66,东南风,2,最弱,122
2021/12/9,1,3,90,东风,1,最弱,134
2021/12/10,-1,9,52,东北风,1,最弱,36
2021/12/11,-2,10,27,西北风,2,最弱,20
2021/12/12,-6,3,29,西风,1,强,14
2021/12/13,-5,4,75,东风,0,强,82
2021/12/14,-14,2,89,西北风,1,弱,102
2021/12/15,-4,3,85,北风,1,最弱,148
2021/12/16,-7,4,24,西北风,3,强,12
2021/12/17,-8,0,30,南风,2,强,33
2021/12/18,0,3,95,南风,0,最弱,29
2021/12/19,-5,8,68,西南风,1,强,54
2021/12/20,-2,14,42,西南风,1,强,85
2021/12/21,-2,8,59,东南风,3,强,32
2021/12/22,0,13,68,东北风,2,强,169
2021/12/23,-5,-1,50,东北风,2,最弱,72
2021/12/24,-9,-3,14,西南风,2,强,6
2021/12/25,-11,-4,22,西北风,2,强,20
2021/12/26,-8,-1,15,西南风,3,强,19
2021/12/27,-8,6,49,东风,1,强,62
2021/12/28,-5,6,40,西南风,1,强,69
2021/12/29,-5,5,24,西南风,2,强,6
2021/12/30,-7,5,23,西北风,3,强,11
2021/12/31,-6,4,38,东北风,2,强,60
